author	comment	vote	情感评分
IDA_07	呃呃呃呃呃…九月片单突然好充实…看！??！	1.0	0.8427949273821466
鲜肉兄	人生也是一座山，我一定要爬到顶峰！	0.0	0.8424515091732908
王北平	井柏然……有点不放心啊……	4.0	0.838744524028928
此人不存在	就冲这阵容也得去电影院支持一下	1.0	0.8378078278453335
UshiTora	奶就完事了	2.0	0.8344830786324263
隋边瞅	哈哈哈哈，我的妈呀。。。	2.0	0.8340215007745461
白芷	没有审查估计是部好电影！	0.0	0.8324824062696309
被惯坏的孩子	导演给点力啊	0.0	0.8321884302085717
小熠	看了一眼这个导演以前拍的东西，emmm，替吴京捏把汗	1.0	0.8277619557219257
小强	为吴京而看	4.0	0.8264593097274917
凛可爱	把导演名字改成吴京吧！票房能增值50亿	3.0	0.8257139388528526
七叶子SAMA、??	因为张译吴京所以想看	3.0	0.8216932059622958
轻如纸张	正常水准拍出来就可以了，期待成为一部好片！	4.0	0.8173236973673178
小城	期待期待	1.0	0.8154057675674108
摸仙娃子	用吴京打败吴京？！冲着吴京我也要去康！	0.0	0.8121155886247667
yanzidu	单单吴京那一跳估计就能迎来过亿人观看	2.0	0.810863605759983
IVAN	国家重点项目	2.0	0.808270693310372
saga7	这，这是珠峰飞碟帽队？	0.0	0.8020859269935722
Sourire	期待杨光	3.0	0.8019703532903819
无言独上西楼	吴京一次又一次的证明他不只是战狼！	8.0	0.8001701678077521
溪边咸水	一部全员担心导演的片子	3.0	0.7972666928304475
董冬.	好奇一下	1.0	0.7941176470588235
看岁月怎么漫长	这阵容 我太期待了	2.0	0.7900858397071192
塞北孤天寂	吴京	1.0	0.7878540631067912
李力	吴京	2.0	0.7878540631067912
Itdovers	买好票了 期待期待	0.0	0.7875567447141967
隙中驹	70周年上映，加上最近被港毒激发的爱国情绪，电影质量不差的话，我觉得票房要爆	3.0	0.7860548987904068
、坏小孩、	看着这个导演  感觉片子要凉一半	3.0	0.7852050803117833
蓝开	希望剧情可以连贯，期待	1.0	0.7811024235325974
少女小茉	这部电影大咖云集，想看看会擦出什么样的火花	1.0	0.7810654329474145
蒙太奇	大喊一声雪花勇闯天涯	14.0	0.780511583451256
魔法使之夜	演员问题不大，但李仁港大导演实在是emmmm，我倒是很想知道李导在这种题材下如何再乱入飞碟帽	291.0	0.7805025470895947
花菜是人间绝色	导演让我有点不安	2.0	0.7803365903824299
黄石南	今年70周年献礼片里面想看的三部之一	0.0	0.7777096512625624
建瓴	希望能看到半身像。	3.0	0.776692816013394
静静等待	有胡歌 听说都拍很辛苦	4.0	0.7756760899267847
昨之回忆	这个也有些期待～	1.0	0.775405624588942
北漂酱	前期宣传铺垫这么多。一看导演的前作，估计又要黄	0.0	0.7745482024001079
CHn	京哥一定要保重身体啊。	38.0	0.7744765215164656
CHn2号	京哥一定要保重身体。	19.0	0.7744765215164656
瓦力	看冷锋攀登冷峰！	1.0	0.7704619594486296
CHENYI	国内顶配明星 希望不要煮成一锅粥	0.0	0.7696387900635144
曾	阵容太好了吧	3.0	0.7640615771390404
董谋谋	也就献礼片能搞出这种卡司阵容	4.0	0.7547996611924207
bubudeer	超感兴趣	0.0	0.7500611496412251
ASKA斑	攀登	1.0	0.7499999999999999
反观《攀登者》，国内一线演员卡司、主角吴京自带30亿票房流量，就是《攀登者》自己想输给《我和我的祖国》都很难，起码你得先让观众答应吧？《攀登者》预估国庆档票房冠军，票房40+亿，坐等打脸。	32		0.7499999999999999
K。	必看	1.0	0.7495094991250878
侠之大者	我想知道有没有毛主席和周总理的戏份。哈哈	7.0	0.747499148374666
喝豆浆的长颈鹿	吴京胡歌都很期待阿～～	3.0	0.7453339749776497
Mr Bond	要 素 察 觉         要 素 过 多	6.0	0.7419872489272775
吃瓜侠	喜欢吴京胡歌	2.0	0.7389401489195542
庸人自扰	火钳刘明	2.0	0.7376669139551424
太清	最大的问题是导演，飞碟帽	2.0	0.7374874919262638
davetong	画像+2分，题材+2分，吴京-1分。看完再改	12.0	0.7363704041920742
Ting.E=mc2	应该不错，就怕导演不行	2.0	0.731057155371987
枫猫	登珠峰	1.0	0.7270285389488303
渺小	有胡歌诶  这演员阵容逆天了	8.0	0.7263605788799795
Btooth	李仁港这几年就没拍过好看的电影	2.0	0.7211373837148854
四等公民	9.30，期待半身像，毕竟第二天就是10.1啊	5.0	0.7121550308359244
暮云溢清寒	徐老怪？？？七剑上天山。	0.0	0.709544352585265
RUthe0ne	期待，冲老胡也要去看	14.0	0.7081836141355843
慕容嘉	希望导演不要搞砸了呀，想起之前李仁港导演的历史片就很心累	1.0	0.7061514390902441
已注销	本吴京粉丝表示，编剧阿来非常ok，李仁港我觉得不可以。。。	3.0	0.7060957007324588
嫣然一笑百花迟	期待好久了 等你呀	2.0	0.7030990855736257
我要养一条大狗	这个导演2000年以后就再没有超过7分的电影	3.0	0.6953826122846655
欧志	可以叫吴京中国京了……	0.0	0.690526866319533
snowsun	目测好看	4.0	0.6892074482293215
笑芳年	期待！	1.0	0.6889632107023416
笑芳年	期待！	1.0	0.6889632107023416
白诗古语	期待	2.0	0.6889632107023416
白菜帮子	期待！	3.0	0.6889632107023416
Pig.	期待	3.0	0.6889632107023416
小草	期待一下	0.0	0.6889632107023416
沉潮	期待	1.0	0.6889632107023416
Masen	期待	2.0	0.6889632107023416
霜蟾	期待	1.0	0.6889632107023416
南国椰风	期待！	3.0	0.6889632107023416
了无歌	胡歌+张译+吴京，这阵容没谁了	7.0	0.6835099779806139
[已注销]	期待至极，没有太祖我就只给三星。	3.0	0.6819434026579869
萝莉御姐控	特别想看，	1.0	0.679837395333372
佳片预定人	李仁港…不管了，冲着吴京也要去看	213.0	0.6770221391445943
Cecilia	珠穆朗玛峰啊，牛逼了	0.0	0.6695688322456746
Mr.季	期待张译!	3.0	0.6660223402282218
流浪恶犬	有张译，期待一下	1.0	0.6660223402282218
萑苇	期待上映！	2.0	0.6660223402282218
小狮子	不管谁演的，只要好看就去看。	2.0	0.665309896011877
CJ	如果是徐克导演，必将国庆档头魁！	1.0	0.6576723708044702
又是社畜的一天	Jbr是什么鬼…有他总感觉不会是什么好片…	3.0	0.6475640825375032
MAO	期待毛像	10.0	0.6463966987083299
璀璨	我就想看，我就要看	5.0	0.6457300559194112
lucking star	胡歌吴京章子怡演的必看	2.0	0.642918387260728
今夕何夕	传令兵，三米之内	2.0	0.6385933845841396
已注销	井柏然一番？	2.0	0.6371775518569169
凝眉	导演水平一般般啊，虽然偶有几部还可以，但是烂片也多。持观望态度吧，希望能拍好，毕竟这么多大腕实力派，还有阿来这位很强的编剧…	8.0	0.636938761400241
一根好香蕉??	只担心导演...	2.0	0.6345707893423759
York丶Cheng	剧情	2.0	0.6315789473684209
雨水一盒	译哥！	10.0	0.6279847638171994
真好	超级期待	2.0	0.6165025491689686
小木	超级期待	1.0	0.6165025491689686
进击的彼得	超级期待，没有之一	4.0	0.6165025491689686
玫瑰佐罗	超级期待	0.0	0.6165025491689686
poppydoozzz	妈耶编剧有我喜欢的作家阿来...	1.0	0.6053224898268706
肥达	想看	2.0	0.6048889791916946
乔梓	题材          ??		0.603738193770527
祖灵鸟之啼	李仁港还行	2.0	0.6015718362397688
Stephen Jonh	据说还有胡歌，但是李仁港导演拍的，真是隐隐担忧，看他过往的作品没几部高分的	4.0	0.6002053870423442
CrisQ	阿来。。期待下	0.0	0.5996805738608489
是悲哀啊	必须看	0.0	0.5875212430201505
bAfter	要看！	0.0	0.5875212430201505
??	对这个导演真的没有信心！！！！！！！！！！！！！！	2.0	0.5862119439764273
江江的	吴京就是理由	0.0	0.5856161874062747
qjbfs	冲着这个陈容也会去看的	2.0	0.5763375541439324
半夏花开	吴京和胡歌	4.0	0.5746310704183709
As  before	胡歌  吴京	0.0	0.5746310704183692
言午夢	期待呦，希望票房大卖，等着国庆去看嘿嘿	4.0	0.5690265045424454
Egorka	zzy证明自己不是票房毒药的时候到了！	1.0	0.5685151371280063
刘宸	赶快上影一定到电影院去看	2.0	0.5680639472526584
二力杆儿	说实话我更期待电视剧，但是支持老胡。	5.0	0.5677912159391133
2112	红星红旗和毛主席半身像，一个都不能少	42.0	0.5673231837404625
海蛟啊	毛主席像	4.0	0.5646230618921684
大禹是我祖先	为了张译，也要去电影院支持	4.0	0.5635820413994976
几何	有张译的就想看????	1.0	0.5537472880815143
槛外人	很慌，，，	3.0	0.5511027775811325
7 letter	国庆和爸妈看的电影之一	0.0	0.5458115546062164
??+	是我几个月前看预告就想看的片子了！！！	3.0	0.5396015003146473
老马哪里会识途	导演让我有点害怕	0.0	0.537595782745895
德莱子	我以为这会是一场势均力敌的战斗 可惜导演居然是李仁港！	3.0	0.5359771797061353
Easzariah_SH	不知道为什么已迷上门口那吴师傅	2.0	0.5329662605719244
perper	这个ok	2.0	0.5262327818078083
axeoj	嗯？	2.0	0.5262327818078083
我就是一个杠精	来吧	2.0	0.5262327818078083
余情未了	。	2.0	0.5262327818078083
瞎猫	飞过去那个镜头……是沈石溪的斑羚嘛？	2.0	0.5242140103446141
爱与死都冷	演职员表给我看呆了。点开导演的条目我傻了。	1.0	0.5239546890285839
虐心无敌	有胡歌，必看	3.0	0.5211700595335416
少年龙侠	超级期待吴京和成龙大哥的合作	360.0	0.5168373041523573
西西弗斯	那么多导演不能请。你请李仁港来拍电影？我也是服气。	1.0	0.5165943665901014
yu.1990	占个座，阿来的编剧 超期待	4.0	0.5090284990885415
木奇。	李仁港搞这个片子很人纠结……	3.0	0.5081708896275925
刁民丶	全是实力派	4.0	0.5024484200696925
剧照          ??			0.5
karrymeyrrak	9.30~	2.0	0.5
不太看好片子质量，看导演这个年纪，即使超常发挥，最多也就达到一般水准。虽然吴京、胡歌、章子怡这样的演员阵容很强大，预测票房20亿封顶。			0.5
质感          ??			0.5
糖心	i55	0.0	0.5
紀念日	徐克	2.0	0.5
演员          ??			0.5
这是借势得一个好票房吗？			0.5
大伟	20190507	0.0	0.5
心急！	105		0.5
还是降低点期待值吧			0.5
147号废话星球	张译	3.0	0.5
山一程水一程	等着我??????	0.0	0.5
一个人的角落	jiu	2.0	0.5
优	有吴京，就买票	0.0	0.4999236512872046
??????????????	1.发现是阿来编剧，突然就想看了。 2.真实事件改编。3。徒手攀岩能得8.9分我不信这个会比它差（不过导演之前拍的盗墓笔记真的很难看啊……）	4.0	0.4850170704647866
Callenreese	老胡路人粉在此，安排！	3.0	0.484225727175684
豆荚都煮不熟	吴京诶，这就是看的理由，有个好牌子实在太可贵了	2.0	0.4808986182168724
Gaius	对李仁港的能力表示质疑。不过还是会去看一下。	1.0	0.47946085430421526
Lion King Charl	世上无难事，只要肯登攀。	0.0	0.47759061641984046
杨家栋	期待一下吧，国庆有事情做了	2.0	0.4764974806839086
共产主义接班人	我真的等不及了??	6.0	0.4763820282767016
CLEON	阵容爆了	3.0	0.4737672181921917
朕有点萌	给阿京打call！	1.0	0.4737672181921908
北海之泉	共和国万岁！	7.0	0.4737672181921908
南烛	作为胡歌的男粉	4.0	0.4737672181921908
拎壶冲	卡司迷人	2.0	0.4737672181921908
蘑菇君	配置简直不要太高，期待井柏然与前辈们的合作	476.0	0.467728139713252
随缘·落i	这样的阵容不看不行。	2.0	0.46332972129195116
随缘·落i	这样的阵容不看不行。	2.0	0.46332972129195116
穆红	为什么国外拍了一部徒手攀岩达9分，国内就立刻出了一部攀登者？		0.46165012199931665
大鼻子爷爷	我不管了，作为无脑的我，就要去帮衬。	0.0	0.46073148841656275
导导	导演编剧是李仁港……不太看好这部电影，近些年他拍的电影都很差。	7.0	0.45793252805306084
导导	导演编剧是李仁港……不太看好这部电影，近些年他拍的电影都很差。	7.0	0.45793252805306084
逗你玩	这阵容简直了	13.0	0.4543598288514282
福雷斯特冈普	口碑必爆。	2.0	0.45278215933028554
追剧者	吴京和张译，我还有什么不去看的理由？	1.0	0.44950186246784196
呜7吗黑	其实我不想看	1.0	0.4467083482213624
听雨观枫	期待胡歌	73.0	0.4462113437608939
陌然	期待胡歌	3.0	0.4462113437608939
晨曦	看到导演我很心慌啊，又见飞碟帽？	3.0	0.44289513680703396
唐小雨	国际张是个什么鬼	3.0	0.44199986493353616
驹隙	冲着阿来标记一下	2.0	0.42865296929928376
雒侑琳	有吴京感觉又能爆。。	2.0	0.42840850947304776
一只淡定的橙子	不管评价怎样，都会贡献一张票	4.0	0.4271167101002582
胡图图	虽然不是很想看zl，但是反正小太爷演啥我看啥	2.0	0.41701756892638986
胡图图	虽然不是很想看zl，但是反正小太爷演啥我看啥	2.0	0.41701756892638986
yunhjt	提档到8月做消暑大作吧，不然只能消秋老虎了	3.0	0.4160038127904271
洛水三迁	国庆也就这部能看。	1.0	0.4130510994055989
坏蛋的棉花糖	必看！！！		0.41194724055169685
如果口碑崩坏，被其他两部主旋律反杀也说不定。	4		0.4109289617486338
他最适合拍的还是武侠剧	4		0.4109289617486338
鞭长莫及	这个导演拍的啊，你们先看先提意见。。。	0.0	0.4101935541335219
朱恒昌	导演看起来不行啊，作品大都不及格	132.0	0.4101275732573274
喜剧之王	看到“张译”就有想去看的冲动！！！	3.0	0.40546178408570466
忘其名	看到导演编剧是李仁港		0.405306653051858
说的对啊	我就不信还会有飞碟帽。	3.0	0.4023003871701324
@追风筝的人	今年又一爆款，不信等十一再见证！	2.0	0.3964903656113893
ENnono	这个导演……，有点害怕啊	10.0	0.39633103618760923
一直疯狂869	还没上就那么多黑的，那我肯定得支持一下啊。具体等看了再说。	0.0	0.39478182787347815
纪北	京妹也太软萌了。还是有点尬	0.0	0.3929071297448711
我爱银	主席像不能少	3.0	0.39170995309158196
反正我是要去影院的。	3		0.3901209677419354
豆友187505010	期待国庆	3.0	0.38640942405150835
暖阳	五星提前安排	2.0	0.38403919305998
小葱拌豆腐	非常想看！！	1.0	0.379728637788844
孟美味	为什么是李仁港？。。	1.0	0.37058947260895436
给你们看	不知道恐高会不会影响观看体验	0.0	0.37028348192342253
柳三石	珠峰，译哥，胡歌	2.0	0.35601247791084345
雷鬼音乐不死	我不说假话，我再怎么讨厌吴京，他的每部片子我都交钱。所以我先行为敬了！	6.0	0.3547491602953651
海淀动物园园长	编剧还是比较靠谱的	3.0	0.35382254744624664
时小米_Q	明天去看~	0.0	0.34968328950520355
luminary clock	周六点映，满怀好奇：李仁港先生和吴京先生能有点长进吗？	5.0	0.34967025164738164
萌酱爱吃酱	可是导演是李仁港诶…	1.0	0.3493356070336544
水巷邻里	有胡歌一定看	3.0	0.3412925675122479
有了他的把关，《攀登者》的视效稳了。虽然目前的预告片给予的信息有限，但从预告片中雪崩的镜头、吴京最后飞身鱼跃跨越裂缝等几个镜头，已经冲击力十足，在大银幕上观看时，这种视觉冲击力肯定还会几何倍放大。	2		0.3305578684429642
导演………（点进看了下有点担心）	2		0.3305578684429642
？	1		0.32689832689832665
感动！！！	1		0.32689832689832665
原州刺史	不被人妒是庸才。		0.32193684157878666
不吃葱	改名叫「珠穆朗玛」吧。	9.0	0.30161780623007184
江南卖米郎	别的都好说，我也不管是不是献礼片，李仁港你确定你能接这个活儿？	6.0	0.2933233787266517
蜂唐罗隐	编剧是阿来⊙?⊙！	1.0	0.28839286613269877
??	胡歌	5.0	0.28776996118949394
yola	胡歌	3.0	0.28776996118949394
千山	胡歌	4.0	0.28776996118949394
Mr楪	胡歌！	4.0	0.28776996118949394
蜡树orsay	胡歌又来	5.0	0.28776996118949394
蚀心	胡歌	4.0	0.28776996118949394
摆渡人3747	标签提示？原来是献礼片吗？??	0.0	0.2789156226305086
当爱已成往事	国庆去看	0.0	0.27760957913532525
南方野马	中国有十个吴京，我保准以后再不看漫威了	7.0	0.27759026322725056
已注销	超级期待！！！	0.0	0.27344972561995684
已注销	超级期待！！！	0.0	0.27344972561995684
芯蕊喵~	胡歌！！！！！！！！！！！	2.0	0.2667319508802303
Aiden Chok	胡歌 ?	9.0	0.2667319508802303
TLS	找李仁港来拍是个败笔，看看他这几年的电影，槽点满满	2.0	0.2564974024632236
晓思丽英	成龙客串	2.0	0.24007897320949356
______CQ__	吴京 胡歌 张译 ，没有不看的理由	3.0	0.23838030134875754
赋奇朝	买票了	0.0	0.23017624810320148
瀚海君	28号的点映票已买好，相信吴京一定不会让我失望	0.0	0.22900056897281362
诚诚公子	为了至高无上的使命，冲锋！！！（啥时候上画？五星买爆！）	4.0	0.21581050866302598
Turnin'	希望不要太冗长	0.0	0.21477768125190488
宋微	这片肯定会爆。	0.0	0.20783979640087857
瓜皮	为啥要选烂片王李仁港啊，大半夜的好生气。天然的好剧本，加上一众靠谱演员，万众期待，如果这样的条件如果都拍不好，飞碟帽你可以谢罪了！！	2.0	0.2021526018041896
了茕	...顶配+软壳…预告片就浮夸的不行……	2.0	0.19937603778183566
小儿	不看好………希望会被打脸吧	2.0	0.17634732024477895
敏泓	影院看到宣传海报上有张译，期待。	3.0	0.16961544193965272
Ben	国庆三巨头	0.0	0.16689945362821623
skateky	卡司绝了，貌似有生以来系列。。。	4.0	0.1633840910880726
漫迹云	看了预告，感觉剧情有点单薄，估计这次要凉，可惜了豪华阵容。如果是第一次登顶更好拍吧，不过200人剩下7个太惨烈，估计广电不给过。。	0.0	0.15909602191585082
一只小怪兽呀	国庆大概是要住电影院了	3.0	0.15891144519598566
橱窗外的大怪兽	老胡	6.0	0.1568613806164656
绝命纸牌	虽然淘票票上这一部标记想看的人数最多，但从预告片的品质来看，这一部大概是国庆档三部里最弱的了……赶在预售期花13.6买了9月30号晚上的票，希望会有比票价更大的惊喜吧……	0.0	0.1561494068045841
查理N世	李港仁电影平均五分多，也就两星到三星，期望别太高	2.0	0.15149891946011296
撒得巴何猜想'	国庆见	0.0	0.15138275729373918
撒得巴何猜想'	国庆见	0.0	0.15138275729373918
苍穹的幻想	导演你有本事再整出个飞碟帽我给你五星	0.0	0.151234535772226
Sirius	卡司太强了	1.0	0.14066524169899908
张学文	五星预定，看演职人员群星荟萃，希望在国庆档上映	3.0	0.12513294221057392
吃瓜达达	要素过多	2.0	0.125
reader	我会说我买了0.99的两张票？	0.0	0.12190062012712832
Chloris	按史实拍就五星，含含糊糊或者少了什么就一星。	2.0	0.11314949987652934
lll	导演劝退	1.0	0.1039610775413442
Skips	李仁港可别把它搞砸了啊，多好的题材。	308.0	0.09903357776106647
yan??mm	李仁港？我想骂人。。。	0.0	0.09629477761362426
就爱海贼王	This moive is the mouthpiece of the government	2.0	0.09440545332796668
白雪火锅	看了一下9月30日的课表，早上毛概后正好有时间去看！张译我来了！太期待了！	5.0	0.09319183990307867
哈	看是肯定要看的，但之后能不能搞一个无wj的cut版	1.0	0.09025502502660776
龚大政。	趁还没有那么多人知道时来占个坑。	1.0	0.08370208159683701
贾里	看了预告片，极限海拔高度还有那么灵活的身手，你咋不上天呢？	7.0	0.07231871046729932
hwf254	李仁港的水平實在不太行	1.0	0.05840117854741844
北影厂彪哥	默认四星	3.0	0.05060937435077173
对你爱不完	预告差强人意。	2.0	0.04360478380292232
电影我没看过，但是以前看过登珠穆朗玛峰的真实纪录片。看过他们登山人遇到的风险和阻碍以及不易，那个才是实实切切感受到的。	0		0.034482758620689724
喜欢吴京，应该不会差吧	0		0.034482758620689724
拒绝观看！	0		0.034482758620689724
青杳	胡歌胡歌胡歌还是胡歌	4.0	0.023109185033330926
Andy	李，李，李仁港来拍？？？	181.0	0.02061195808688765
Jezy	估计最多7分，还得是戴眼镜评。导演似乎不给力，再加上期望值高，难保不翻车	4.0	0.01773480470564548
Druid	这导演都没两部上6分的电影..还有为啥姓井的能排第一个	3.0	0.01350034404936995
charliemo	导演居然是李仁港？我XX，千万别扑街！	3.0	0.013377138763415064
夭夜	已经买了上映当天的票，希望影片质量过关，拍的好的话我会二刷，要是片子垃圾那我会回来骂的。	0.0	0.009241362509753381
